#Level 3 Stronghold Coordinates
## Group 0 (X: 0-99)
*No coordinates in this range.*

## Group 1 (X: 100-199)
(188, 151)
(154, 189)
(164, 190)
(195, 200)
(195, 200)
(195, 200)
(186, 230)
(192, 244)
(152, 266)
(198, 269)
(169, 271)
(195, 273)
(187, 294)
(160, 325)
(189, 347)
(169, 348)
(184, 360)
(190, 360)
(198, 364)
(191, 375)
(187, 389)
(153, 409)
(165, 409)
(161, 413)
(161, 417)
(161, 417)
(170, 424)
(187, 439)
(181, 464)
(177, 471)
(194, 475)
(215, 478)
(220, 490)
(220, 490)
(220, 490)
(193, 497)
(176, 523)
(214, 524)
(186, 539)
(185, 554)
(181, 573)
(191, 577)
(214, 580)
(162, 584)
(164, 587)
(170, 593)
(220, 596)
(220, 596)
(196, 606)
(181, 622)
(192, 639)
(188, 643)
(205, 653)
(193, 655)
(158, 660)
(217, 668)
(187, 673)
(197, 677)
(183, 692)
(152, 729)
(152, 729)
(153, 735)
(170, 741)
(170, 741)
(158, 748)
(188, 754)
(189, 766)
(181, 777)
(189, 797)
(161, 803)
(158, 808)
(181, 825)

## Group 2 (X: 200-299)
(262, 151)
(270, 150)
(263, 164)
(256, 175)
(232, 178)
(274, 200)
(201, 199)
(228, 199)
(214, 204)
(242, 204)
(238, 212)
(199, 213)
(208, 232)
(244, 237)
(235, 247)
(203, 247)
(249, 239)
(248, 248)
(224, 734)
(221, 750)
(221, 750)
(214, 758)
(227, 765)
(236, 765)
(239, 765)
(245, 765)
(240, 774)
(208, 784)
(261, 787)
(226, 787)
(235, 800)
(239, 802)
(216, 804)
(216, 804)
(249, 807)
(212, 809)
(221, 812)
(277, 813)
(282, 813)
(213, 814)
(262, 798)
(300, 811)
(307, 815)
(322, 816)
(282, 821)
(253, 830)
(260, 830)

## Group 3 (X: 300-399)
(328, 160)
(331, 164)
(401, 168)
(348, 170)
(396, 179)
(305, 182)
(304, 186)
(378, 190)
(342, 201)
(333, 210)
(349, 213)
(337, 217)
(401, 778)
(421, 776)
(330, 805)
(394, 806)
(366, 810)
(300, 816)
(327, 804)

## Group 4 (X: 400-499)
(484, 166)
(423, 172)
(458, 182)
(462, 181)
(462, 181)
(437, 186)
(474, 193)
(450, 192)
(480, 196)
(448, 197)
(415, 200)
(418, 207)
(409, 209)
(415, 792)
(446, 808)
(441, 809)
(437, 811)
(464, 812)
(467, 813)
(491, 813)
(458, 815)
(494, 819)
(419, 825)
(402, 826)
(412, 830)
(477, 833)

## Group 5 (X: 500-599)
(519, 153)
(605, 181)
(586, 181)
(600, 187)
(575, 192)
(570, 194)
(576, 200)
(586, 201)
(519, 786)
(593, 782)
(577, 796)
(567, 800)
(598, 803)
(527, 808)
(578, 808)
(600, 814)

## Group 6 (X: 600-699)
(665, 154)
(669, 171)
(661, 172)
(705, 180)
(649, 181)
(684, 187)
(693, 187)
(691, 193)
(734, 197)
(661, 200)
(653, 204)
(656, 208)
(654, 783)
(659, 795)
(650, 797)
(692, 807)
(654, 811)
(706, 812)
(606, 818)
(659, 823)
(650, 827)
(665, 847)

## Group 7 (X: 700-799)
(756, 185)
(770, 184)
(761, 184)
(744, 188)
(724, 185)
(771, 199)
(737, 207)
(765, 205)
(781, 208)
(797, 213)
(765, 213)
(772, 215)
(776, 235)
(790, 236)
(790, 236)
(790, 236)
(786, 247)
(823, 249)
(777, 251)
(777, 251)
(793, 261)
(791, 267)
(793, 261)
(791, 267)
(800, 319)
(800, 319)
(800, 319)
(787, 327)
(813, 328)
(789, 347)
(815, 363)
(816, 373)
(781, 402)
(781, 402)
(781, 406)
(795, 410)
(805, 411)
(781, 416)
(794, 482)
(798, 506)
(779, 513)
(795, 584)
(786, 597)
(807, 614)
(808, 617)
(810, 710)
(798, 727)
(762, 759)
(754, 783)
(760, 783)
(727, 816)
(723, 817)
(725, 833)
(718, 822)
(745, 844)

## Group 8 (X: 800-899)
(825, 154)
(805, 159)
(813, 160)
(831, 175)
(833, 185)
(847, 187)
(821, 211)
(806, 212)
(802, 231)
(822, 242)
(840, 265)
(808, 270)
(807, 279)
(824, 316)
(820, 345)
(809, 347)
(828, 402)
(848, 410)
(827, 412)
(820, 468)
(811, 493)
(830, 497)
(824, 528)
(803, 548)
(813, 553)
(823, 567)
(818, 598)
(815, 615)
(814, 620)
(812, 645)
(818, 661)
(819, 664)
(800, 663)
(795, 665)
(810, 672)
(840, 674)
(802, 679)
(813, 689)
(840, 726)
(832, 730)
(786, 730)
(829, 737)
(802, 758)
(751, 800)
(842, 809)
(830, 821)
(846, 821)
(823, 836)
(804, 838)
(809, 840)
(819, 845)
(819, 849)

## Group 9 (X: 900-999)
*No coordinates in this range.*
