--- Level 3 City Coordinates ---
Sorted by X-group (0-99, 100-199, ...) then by Y-axis

(199, 275)
(298, 204)
(290, 215)
(292, 235)
(232, 265)
(200, 275)
(216, 283)
(243, 288)
(212, 306)
(245, 306)
(238, 310)
(205, 311)
(234, 350)
(225, 351)
(241, 366)
(229, 387)
(232, 388)
(211, 389)
(241, 394)
(213, 395)
(207, 530)
(219, 551)
(214, 560)
(207, 604)
(202, 626)
(203, 626)
(205, 631)
(244, 646)
(231, 649)
(248, 679)
(200, 683)
(249, 686)
(201, 688)
(240, 694)
(248, 701)
(206, 705)
(214, 713)
(227, 723)
(287, 755)
(286, 795)
(385, 223)
(307, 226)
(316, 229)
(314, 754)
(324, 763)
(316, 793)
(449, 206)
(457, 220)
(457, 224)
(461, 229)
(433, 231)
(447, 231)
(457, 755)
(458, 763)
(444, 774)
(449, 781)
(442, 798)
(569, 206)
(564, 231)
(543, 236)
(538, 242)
(527, 751)
(532, 752)
(546, 788)
(540, 792)
(564, 797)
(622, 203)
(645, 205)
(644, 211)
(695, 213)
(641, 217)
(614, 223)
(611, 226)
(682, 226)
(688, 226)
(617, 227)
(676, 231)
(604, 238)
(699, 239)
(649, 242)
(618, 245)
(621, 763)
(613, 768)
(693, 770)
(678, 776)
(642, 778)
(613, 785)
(602, 787)
(617, 793)
(691, 795)
(646, 796)
(707, 200)
(700, 218)
(705, 229)
(712, 247)
(798, 379)
(780, 528)
(781, 534)
(797, 538)
(762, 544)
(793, 549)
(768, 558)
(769, 561)
(752, 566)
(771, 566)
(763, 569)
(782, 599)
(763, 607)
(798, 612)
(798, 621)
(786, 623)
(795, 629)
(758, 634)
(796, 636)
(778, 646)
(769, 647)
(774, 682)
(789, 687)
(779, 695)
(765, 696)
(795, 709)
(761, 720)
(769, 722)
