--- Level 5 Stronghold Coordinates ---
Sorted by X-group (0-99, 100-199, ...) then by Y-axis

(343, 310)
(343, 317)
(300, 325)
(325, 327)
(382, 328)
(321, 328)
(337, 329)
(361, 342)
(379, 348)
(326, 354)
(364, 360)
(377, 362)
(392, 362)
(340, 364)
(378, 365)
(355, 367)
(362, 370)
(388, 370)
(383, 373)
(347, 374)
(344, 376)
(397, 376)
(368, 384)
(337, 387)
(336, 394)
(349, 403)
(373, 407)
(347, 409)
(328, 417)
(338, 418)
(332, 431)
(347, 449)
(369, 475)
(309, 480)
(374, 482)
(344, 488)
(341, 493)
(361, 494)
(310, 513)
(331, 514)
(365, 522)
(327, 546)
(335, 554)
(325, 557)
(332, 570)
(369, 580)
(344, 582)
(304, 584)
(308, 593)
(324, 599)
(364, 605)
(378, 611)
(389, 613)
(353, 613)
(359, 617)
(392, 618)
(396, 620)
(333, 621)
(337, 631)
(393, 638)
(384, 640)
(399, 642)
(343, 647)
(353, 655)
(356, 661)
(342, 669)
(318, 673)
(341, 678)
(331, 685)
(347, 689)
(335, 695)
(480, 300)
(405, 308)
(422, 316)
(414, 323)
(428, 325)
(401, 328)
(423, 330)
(487, 341)
(430, 343)
(450, 346)
(419, 355)
(477, 367)
(416, 630)
(499, 639)
(418, 644)
(400, 650)
(412, 656)
(466, 656)
(418, 659)
(446, 666)
(491, 668)
(443, 669)
(446, 669)
(419, 669)
(415, 691)
(418, 693)
(577, 307)
(588, 310)
(515, 314)
(576, 319)
(575, 324)
(547, 331)
(549, 336)
(521, 340)
(599, 340)
(563, 340)
(553, 342)
(503, 346)
(563, 347)
(507, 349)
(593, 366)
(589, 370)
(517, 626)
(593, 633)
(582, 636)
(534, 650)
(502, 651)
(579, 653)
(570, 659)
(569, 665)
(579, 666)
(564, 666)
(525, 667)
(581, 670)
(518, 685)
(577, 692)
(519, 699)
(660, 319)
(667, 327)
(646, 338)
(685, 338)
(681, 341)
(682, 345)
(601, 352)
(650, 355)
(607, 356)
(655, 357)
(660, 359)
(623, 363)
(604, 373)
(640, 375)
(651, 378)
(635, 382)
(628, 384)
(673, 392)
(632, 392)
(641, 397)
(648, 397)
(637, 404)
(675, 406)
(679, 409)
(675, 413)
(653, 414)
(625, 416)
(691, 424)
(667, 428)
(666, 452)
(685, 482)
(674, 488)
(695, 491)
(697, 496)
(693, 504)
(639, 515)
(662, 516)
(629, 517)
(673, 537)
(666, 574)
(656, 574)
(635, 576)
(677, 577)
(693, 577)
(639, 577)
(625, 577)
(699, 595)
(645, 595)
(619, 600)
(634, 604)
(627, 604)
(646, 607)
(612, 607)
(608, 620)
(674, 622)
(611, 622)
(672, 628)
(655, 634)
(650, 640)
(631, 640)
(662, 641)
(634, 643)
(673, 645)
(605, 646)
(680, 666)
(641, 667)
(628, 669)
(602, 669)
(650, 672)
(666, 675)
