--- Level 3 Stronghold Coordinates ---
Sorted by X-group (0-99, 100-199, ...) then by Y-axis

(188, 151)
(190, 164)
(154, 189)
(164, 190)
(195, 200)
(195, 200)
(199, 213)
(186, 230)
(192, 244)
(152, 266)
(198, 269)
(169, 271)
(195, 273)
(187, 294)
(160, 325)
(189, 347)
(169, 348)
(190, 360)
(184, 360)
(198, 364)
(191, 375)
(187, 389)
(170, 401)
(153, 409)
(165, 409)
(161, 413)
(161, 417)
(161, 417)
(170, 424)
(187, 439)
(181, 464)
(177, 471)
(194, 475)
(193, 497)
(176, 523)
(186, 539)
(185, 554)
(181, 573)
(191, 577)
(162, 584)
(164, 587)
(170, 593)
(196, 606)
(181, 622)
(192, 639)
(188, 643)
(193, 655)
(158, 660)
(187, 673)
(197, 677)
(183, 692)
(152, 729)
(152, 729)
(153, 735)
(170, 741)
(170, 741)
(158, 748)
(188, 754)
(189, 766)
(181, 777)
(189, 797)
(161, 803)
(158, 808)
(181, 825)
(270, 150)
(262, 151)
(270, 163)
(263, 164)
(256, 175)
(232, 178)
(201, 180)
(228, 199)
(201, 199)
(274, 200)
(242, 204)
(214, 204)
(238, 212)
(245, 226)
(208, 232)
(244, 237)
(249, 239)
(235, 247)
(203, 247)
(248, 248)
(222, 347)
(211, 404)
(215, 478)
(220, 490)
(220, 490)
(214, 524)
(214, 580)
(220, 596)
(220, 596)
(205, 653)
(217, 668)
(224, 734)
(221, 750)
(221, 750)
(214, 758)
(236, 765)
(239, 765)
(245, 765)
(227, 765)
(240, 774)
(208, 784)
(226, 787)
(261, 787)
(262, 798)
(212, 798)
(235, 800)
(239, 802)
(216, 804)
(216, 804)
(249, 807)
(212, 809)
(221, 812)
(282, 813)
(277, 813)
(213, 814)
(282, 821)
(253, 830)
(260, 830)
(328, 160)
(331, 164)
(348, 170)
(349, 175)
(396, 179)
(305, 182)
(304, 186)
(378, 190)
(342, 201)
(333, 210)
(349, 213)
(337, 217)
(335, 796)
(327, 804)
(330, 805)
(394, 806)
(366, 810)
(300, 811)
(307, 815)
(322, 816)
(300, 816)
(485, 159)
(484, 166)
(401, 168)
(423, 172)
(462, 181)
(462, 181)
(458, 182)
(437, 186)
(450, 192)
(474, 193)
(480, 196)
(448, 197)
(415, 200)
(418, 207)
(409, 209)
(421, 776)
(401, 778)
(415, 792)
(446, 808)
(441, 809)
(437, 811)
(464, 812)
(467, 813)
(491, 813)
(458, 815)
(494, 819)
(419, 825)
(402, 826)
(412, 830)
(477, 833)
(519, 153)
(586, 181)
(575, 192)
(570, 194)
(576, 200)
(586, 201)
(593, 782)
(519, 786)
(577, 796)
(567, 800)
(598, 803)
(527, 808)
(578, 808)
(515, 825)
(665, 154)
(669, 171)
(661, 172)
(605, 181)
(649, 181)
(684, 187)
(600, 187)
(693, 187)
(691, 193)
(661, 200)
(653, 204)
(656, 208)
(654, 783)
(659, 795)
(650, 797)
(692, 807)
(654, 811)
(600, 814)
(606, 818)
(659, 823)
(650, 827)
(665, 847)
(705, 180)
(770, 184)
(761, 184)
(756, 185)
(724, 185)
(744, 188)
(734, 197)
(771, 199)
(765, 205)
(737, 207)
(781, 208)
(765, 213)
(797, 213)
(772, 215)
(776, 235)
(754, 236)
(790, 236)
(790, 236)
(790, 236)
(778, 243)
(786, 247)
(777, 251)
(777, 251)
(793, 261)
(793, 261)
(791, 267)
(791, 267)
(787, 327)
(789, 347)
(787, 402)
(781, 402)
(781, 406)
(795, 410)
(781, 416)
(794, 482)
(798, 506)
(779, 513)
(795, 584)
(786, 597)
(795, 665)
(798, 727)
(786, 730)
(789, 747)
(751, 750)
(754, 752)
(752, 755)
(752, 755)
(762, 759)
(782, 762)
(756, 763)
(782, 765)
(760, 783)
(754, 783)
(777, 791)
(735, 794)
(743, 798)
(751, 800)
(706, 812)
(727, 816)
(723, 817)
(718, 822)
(725, 833)
(745, 844)
(825, 154)
(805, 159)
(813, 160)
(831, 175)
(833, 185)
(847, 187)
(821, 211)
(806, 212)
(802, 231)
(822, 242)
(823, 249)
(840, 265)
(808, 270)
(807, 279)
(815, 301)
(824, 316)
(800, 319)
(800, 319)
(800, 319)
(813, 328)
(820, 345)
(809, 347)
(815, 363)
(816, 373)
(803, 401)
(828, 402)
(848, 410)
(805, 411)
(827, 412)
(820, 468)
(811, 493)
(830, 497)
(824, 528)
(803, 548)
(813, 553)
(823, 567)
(818, 598)
(807, 614)
(815, 615)
(808, 617)
(814, 620)
(812, 645)
(818, 661)
(800, 663)
(819, 664)
(810, 672)
(840, 674)
(802, 679)
(813, 689)
(810, 710)
(840, 726)
(832, 730)
(829, 737)
(802, 758)
(842, 809)
(830, 821)
(846, 821)
(823, 836)
(804, 838)
(809, 840)
(819, 845)
(819, 849)
